scorer,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000,DLC_resnet50_EPM (post-)Apr9shuffle1_25000
bodyparts,nose,nose,nose,head centre,head centre,head centre,left ear,left ear,left ear,right ear,right ear,right ear,neck,neck,neck,left side,left side,left side,body centre,body centre,body centre,right side,right side,right side,left hip,left hip,left hip,right hip,right hip,right hip,tail base,tail base,tail base,tail centre,tail centre,tail centre,tail tip,tail tip,tail tip,top,top,top,left,left,left,right,right,right,bottom,bottom,bottom,c,c,c
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,496.9249572753906,211.6162567138672,0.22132067382335663,486.4955139160156,187.19400024414062,0.49671638011932373,482.0500183105469,184.9876251220703,0.4256407916545868,488.7268371582031,209.15557861328125,0.4621925950050354,486.60589599609375,196.6062774658203,0.6611426472663879,474.6773986816406,192.76028442382812,0.9149653315544128,476.9803161621094,200.81690979003906,0.879553496837616,477.68402099609375,209.5763702392578,0.9560691118240356,461.7205810546875,193.70162963867188,0.9565106630325317,461.9342041015625,211.73020935058594,0.9480406641960144,447.82147216796875,201.24111938476562,0.9660955667495728,434.6310119628906,196.57406616210938,0.835554838180542,427.09808349609375,188.61526489257812,0.4256683886051178,319.35064697265625,2.146184206008911,0.11460841447114944,155.6310577392578,214.63238525390625,0.9896252751350403,507.9567565917969,203.69573974609375,0.9652197360992432,335.85357666015625,408.29742431640625,0.9822244048118591,330.56280517578125,208.91641235351562,0.9998152852058411
1,496.9249572753906,211.6162567138672,0.1888968050479889,486.4955139160156,187.19400024414062,0.46969130635261536,482.0500183105469,184.9876251220703,0.5465145707130432,488.7268371582031,209.2670135498047,0.3845359981060028,486.60589599609375,196.6062774658203,0.676480770111084,474.8318176269531,193.26455688476562,0.919075608253479,477.15570068359375,200.9971923828125,0.8939736485481262,477.76116943359375,210.0115203857422,0.9554351568222046,461.9595947265625,193.79534912109375,0.9607557058334351,461.9342041015625,211.73020935058594,0.9477265477180481,447.99346923828125,201.6503448486328,0.9709045886993408,434.6310119628906,196.9478302001953,0.8693658113479614,427.09808349609375,188.61526489257812,0.44749686121940613,319.3515625,2.147531509399414,0.11473652720451355,155.6469268798828,214.63345336914062,0.9898799657821655,507.9567565917969,203.69573974609375,0.964875340461731,335.866455078125,408.30267333984375,0.9823252558708191,330.5785827636719,208.95120239257812,0.999815046787262
2,496.9249572753906,211.6162567138672,0.14351531863212585,486.4955139160156,187.19400024414062,0.4034045934677124,482.0500183105469,184.9876251220703,0.4731171429157257,488.7268371582031,209.63632202148438,0.31794536113739014,486.60589599609375,196.6062774658203,0.5860285758972168,474.8318176269531,193.33737182617188,0.9082523584365845,477.15570068359375,200.9971923828125,0.8698421120643616,477.76116943359375,210.0115203857422,0.9504902958869934,461.9595947265625,193.91265869140625,0.9442152976989746,461.9342041015625,211.73020935058594,0.9355858564376831,447.99346923828125,202.03306579589844,0.9684136509895325,434.6310119628906,196.94992065429688,0.892692506313324,427.09808349609375,188.61526489257812,0.4538950026035309,319.35223388671875,2.1479995250701904,0.11469598114490509,155.66209411621094,214.64845275878906,0.9899584650993347,507.9567565917969,203.69573974609375,0.962529718875885,335.86981201171875,408.30267333984375,0.9823164343833923,330.5785827636719,208.95120239257812,0.9998087286949158
3,486.89935302734375,191.929931640625,0.13369382917881012,485.93402099609375,186.89169311523438,0.4125969409942627,481.4827575683594,184.85214233398438,0.46122992038726807,488.7268371582031,209.63632202148438,0.31136438250541687,485.5810852050781,196.26600646972656,0.5598353743553162,474.6773986816406,193.33737182617188,0.9002116918563843,477.15570068359375,200.81690979003906,0.8587002158164978,477.8874816894531,210.0053253173828,0.9390742778778076,461.7205810546875,193.9165496826172,0.9334673285484314,460.6696472167969,211.6355438232422,0.9288355112075806,447.82147216796875,202.07742309570312,0.9555503129959106,433.8680419921875,196.9635467529297,0.894008219242096,426.43817138671875,188.61526489257812,0.44892334938049316,319.3547058105469,2.1479995250701904,0.11465754359960556,155.66871643066406,214.64845275878906,0.9900038838386536,507.2403564453125,203.2212371826172,0.9659085869789124,335.8765869140625,408.29742431640625,0.9822856187820435,330.5785827636719,208.91641235351562,0.9998117089271545
4,486.77496337890625,191.6124267578125,0.13381557166576385,485.25335693359375,186.88758850097656,0.4293159246444702,480.83111572265625,184.6809539794922,0.4571089744567871,488.7268371582031,209.63632202148438,0.3591560423374176,485.2186584472656,196.0417938232422,0.5887901186943054,471.60211181640625,194.25599670410156,0.9332457184791565,476.3684387207031,200.67120361328125,0.8918424844741821,477.8874816894531,210.0053253173828,0.9432648420333862,461.1246032714844,194.05972290039062,0.9502398371696472,460.57666015625,211.6355438232422,0.9438028931617737,447.3995056152344,202.50999450683594,0.9654207229614258,432.4384460449219,197.7383270263672,0.8836966753005981,425.7498779296875,188.61526489257812,0.40968072414398193,319.3547058105469,2.1479995250701904,0.11482755094766617,155.67324829101562,214.65122985839844,0.9900388121604919,507.2337951660156,203.1955108642578,0.9632764458656311,338.0272521972656,407.6928405761719,0.9823071956634521,330.57220458984375,208.863037109375,0.9998098015785217
5,486.77496337890625,182.7748565673828,0.16500212252140045,485.1881103515625,185.37669372558594,0.5681415796279907,480.44561767578125,184.08523559570312,0.5512173771858215,491.4134826660156,188.3956298828125,0.36103421449661255,482.72119140625,189.0653076171875,0.676559567451477,470.92584228515625,194.27716064453125,0.9506053328514099,476.22601318359375,200.67120361328125,0.9062168002128601,477.98846435546875,209.4879913330078,0.950310230255127,460.5142822265625,194.2753448486328,0.9525541663169861,460.5439758300781,211.6355438232422,0.9459807276725769,447.3995056152344,203.3466796875,0.9582500457763672,432.0502624511719,198.89453125,0.8895456790924072,425.5152893066406,188.73458862304688,0.4335682690143585,319.3551330566406,2.1479995250701904,0.11472578346729279,155.67715454101562,214.64845275878906,0.9900750517845154,507.2337951660156,202.9146728515625,0.963124692440033,338.0272521972656,407.6928405761719,0.9823619723320007,330.57220458984375,208.8214874267578,0.9998136162757874
6,486.77496337890625,182.7748565673828,0.16403278708457947,485.1457214355469,185.37669372558594,0.5591745376586914,480.3380126953125,184.08523559570312,0.5352860689163208,491.4134826660156,188.3956298828125,0.3483768403530121,482.72119140625,189.0653076171875,0.6658044457435608,470.888671875,194.29750061035156,0.952375054359436,476.1596374511719,200.67120361328125,0.906111478805542,477.9975891113281,209.3980712890625,0.9524099826812744,460.40228271484375,194.33602905273438,0.9533377885818481,460.5439758300781,211.72128295898438,0.9490153789520264,447.3275146484375,203.56344604492188,0.9579591751098633,431.8244934082031,199.02259826660156,0.9025241136550903,425.4770812988281,188.8046112060547,0.48343461751937866,319.35552978515625,2.1486549377441406,0.11451016366481781,155.6922607421875,214.643310546875,0.9894754886627197,507.2337951660156,202.9146728515625,0.9620813727378845,338.0272521972656,407.6928405761719,0.9823672771453857,330.56292724609375,208.8214874267578,0.9998102784156799
7,486.77496337890625,182.7748565673828,0.17396120727062225,485.0782470703125,185.37669372558594,0.5477544069290161,480.22625732421875,184.08523559570312,0.5229951739311218,491.4134826660156,188.3956298828125,0.33804851770401,482.72119140625,189.0653076171875,0.6515269875526428,470.8303527832031,194.29750061035156,0.9515770077705383,476.1526184082031,200.67971801757812,0.9057058095932007,478.02093505859375,209.28895568847656,0.9532727003097534,460.147705078125,194.338134765625,0.9531497359275818,460.56634521484375,211.85186767578125,0.9472715854644775,447.200439453125,203.958984375,0.9566757082939148,431.82391357421875,199.48434448242188,0.8989192247390747,425.2834167480469,189.04139709472656,0.4582270681858063,319.35552978515625,2.1486549377441406,0.11264187097549438,155.67715454101562,214.643310546875,0.9889515042304993,507.4578857421875,202.9146728515625,0.9616079330444336,336.0723876953125,408.2498779296875,0.9812689423561096,330.57220458984375,208.8214874267578,0.9998088479042053
